player,suggest_1,sugges_score_1,suggest_2,sugges_score_2,suggest_3,sugges_score_3
nnywbjlv,ynowvogr,100.03521,pryjgvrw,98.47265,pjowzngv,97.77668
nnywjajr,azbaqqml,194.07982,vpgoddzj,99.37711,zqljdvmp,99.26816
nnywjykk,bbvmwqln,99.24759,dvaqlpbg,98.58307,rbvowwmj,98.45427
nnywzwvk,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
nnyyaonp,nrbkylnj,187.53542,dpdgmzmo,187.22214,pjowzngv,97.77668
nnyygakb,dvjjrvqn,94.32713,dvprvqor,92.86726,mmlpnkdd,90.68337
npaaawmo,pjowzngv,97.77668,wvyjdazy,97.29812,dvayvlwd,97.17679
npaawova,koaagbaz,82.25202,dlkkbbwz,79.83646,rqppzowl,79.73433
npaazlyp,bbvmwqln,99.24759,wvyqblqj,98.76448,rbqqjwjr,97.97563
npakmzbg,bbzrkjpg,183.07486,wqdoavdv,93.79577,azormlbb,92.12754
npakylyq,vnygzgbg,200.03408,rbvzzgva,196.66726,oqrwvjbq,196.01344
nrbkmpjy,lrnwqypo,173.50042,azbadykb,97.14789,jbvmykdr,95.97027
nrbkokja,wvpjmvyn,95.94332,gnogrrgg,95.86368,gnogwlky,95.0446
nrbkybwg,nrbkylnj,187.53542,dpdgmzmo,187.22214,rrwbbapo,101.68072
nrbkylnj,dpdgmzmo,468.05535,wvpjmvyn,287.82996,zqmkbrvy,284.52348
nrjmdldd,mlzqlkrw,105.10493,aoarzvqy,97.37339,ojaknokp,94.70815
nrjmgpgv,dvaqjqbv,96.32017,dvjlnaad,93.15962,dvprpwvg,91.47887
nrjmnlaj,rbvzzgva,98.33363,prwbdjpj,96.26867,kpnmqjmj,95.40141
nrjpovzn,yoyonqnr,106.31284,lmymbkgd,104.92175,pryjgvrw,98.47265
nrjqygay,aoavzopr,101.95451,bzmgrldz,101.72745,rrpywlyv,100.01791
nrqzaggb,bqwywgmy,112.68259,pwykgdrq,109.04169,yoyonqnr,106.31284
nrwpykgp,mlnoawjw,94.76761,zgqjravo,92.10172,ynojbqqv,91.67179
nrwvownl,gbvzjrrk,109.41393,wvnmkdrd,101.6,ygjjlnwq,97.75752
nrwvvngb,prwmorwl,99.49614,dpqmvmno,99.05196,krmonrdz,98.12017
oadmkvvdk,bbvmwqln,99.24759,dpqmvmno,99.05196,wvyqblqj,98.76448
oadnbvklg,jrqbmrzv,97.77633,lropkqgj,94.55164,pjoobywz,93.45665
oadnyykpb,jbawvlnn,94.48756,nnyjdqzn,91.85988,mmbnkrbn,91.15571
oadvrnlng,vpgoddzj,99.37711,oqrwvjbq,98.00672,wvnzwpbk,97.2856
ojakmvov,zgvldojv,97.56182,ojwmllva,97.0861,dvayndgy,96.98826
ojaknokp,mlzqlkrw,105.10493,aoarzvqy,97.37339,wvpjmvyn,95.94332
ojakrwvn,prvaqbpj,179.71714,jrqbmrzv,97.77633,wvpjmvyn,95.94332
ojpakooj,blkkwadv,155.97596,bqwywgmy,112.68259,yoymobpr,112.41276
ojpngrba,zgvldojv,195.12364,vnygznmg,192.41202,vpgoddzj,99.37711
ojpnqjgp,pryjgvrw,98.47265,nnppdald,98.38905,krmyvzaz,96.98697
ojpnqvva,krmyjqkq,100.26009,rrokrgwl,99.27175,pjokwvqy,98.07582
ojpnvmmd,dpydjnpb,102.41002,vpbnqynq,99.88259,zgpppalp,95.06781
ojwmllva,gnbaoyjo,265.99233,ynozpqbr,197.49012,zgvldojv,195.12364
ojwmrbaw,ynowvogr,100.03521,nnywbjlv,98.66278,pryjgvrw,98.47265
ojwmznld,rbvzmlov,97,vpdvznqb,95.02229,prwbkdmr,93.18744
ojwnypgz,dpqmvmno,99.05196,dpqrzvyr,98.79731,wvbkpqkp,96.52275
ojwzqzgv,aoavzopr,101.95451,dpqmvmno,99.05196,kravkzjv,98.89356
ojwzwlwb,krmyjqkq,100.26009,bzqpnook,99.75025,jrmlvrkm,99.55966
oqgvpojj,kpdrqgrk,177.06226,bbyzamap,172.73704,rzwozjay,110.91929
oqjnoznz,gqanaqdk,95.78098,zgyqgjgg,93.55634,azorkkqd,93.39906
oqjzmrkv,vnygrlyr,97.23605,rbaqzknw,93.38048,wqddqqym,93.18281
oqjzrbnv,bbzrkjpg,1464.59888,azormlbb,1105.53048,azojmzgj,1064.13732
oqjzvkvb,bbzrkjpg,274.61229,nrbkylnj,187.53542,dpdgmzmo,187.22214
oqmmdkqz,pwykgqbg,108.08349,jmqmodky,107.67136,kmljappy,107.41651
oqmmjddk,azorkkqd,186.79812,nnpqdokz,95.55622,zgpnppvo,92.65751
oqmmnqwo,azmmgyaq,170.82232,wqrnwgbl,97.6784,dvayvlwd,97.17679
oqmvwwdo,bbnpmqam,94.90149,qznmkkjb,94.39641,dvjjpzkd,92.53521
oqrpdglq,pjowzngv,97.77668,dvjlporz,95.36951,vnjwqppz,94.86953
oqrpdnbb,azbadykb,97.14789,jbvmykdr,95.97027,zgvzgapn,95.46792
oqrwjool,pjowzngv,97.77668,rbvzqjvw,97.62412,zgvldojv,97.56182
oqrwjrno,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
oqrwllkz,rbvzqjvw,195.24824,kpnmqjmj,190.80282,lvamkbdl,179.28982
oqrwlopr,rbvzmlov,194,pjowmvgl,182.76772,qzboqony,181.71882
oqrwoqbn,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
oqrwqwlo,oqjzrbnv,269.19387,pjowzngv,195.55336,rbvzqjvw,195.24824
oqrwvjbq,bbvmwqln,595.48554,azbaqqml,485.19955,mbaaopdm,437.70888
oqvaazwv,rzwogrld,109.65919,dvlrdkbm,98.3139,zgpwqgja,98.12363
oqvvljjn,zgpppalp,380.27124,zgyddrwd,289.65492,azjoqmpa,194.67812
oqvyrbvo,dvlzrwon,93.26063,lvbbvwrv,92.70374,gqrbqdzn,92.43897
oqzjmkpg,zgyqwrbq,98.4574,lvdrajaq,95.25978,zgyqpwvz,95.07382
oqzjzqdm,mmrknamp,96.1053,pjbrmlnj,96.01408,gqanpbjk,94.20266
ovoobdrv,azjoqmpa,97.33906,oqvvljjn,96.96695,zgyddrwd,96.55164
ovooglgd,wojjyyrl,70.88889,qnjjvrlo,68.7295,wojjlqdq,68.19274
ovoogqay,wojjyyrl,70.88889,qnjjvrlo,68.7295,wojjlqdq,68.19274
ovookgbr,bbzrkjpg,91.53743,dvprkgyd,90.90219,dvprljnn,90.19447
ovookjaz,rzwogrld,109.65919,kpyrwobz,99.67354,rbqqjwjr,97.97563
pjbrmlnj,mmrknamp,96.1053,gqanpbjk,94.20266,zgbbngyd,93.49374
pjgpnmyk,wvnzwpbk,97.2856,krlpdjjw,96.01331,kpdkzrda,91.16915
pjgrlvjz,dvnpmody,90.97233,azyqnzlr,90.11033,kpdrqgrk,88.53113
pjgrlygm,oqjzrbnv,897.3129,bbyzamap,690.94816,azormlbb,460.6377
pjgrrovw,pjnmgdak,93.83013,kpzowkno,92.88772,zgpnpypz,88.35215
pjmdqpak,kpoggymm,179.76322,ygwnbovy,177.99828,bqwywgmy,112.68259
pjmdzoqo,dvayndgy,96.98826,dvaqjqbv,96.32017,jbawvlnn,94.48756
pjmvklmp,mmrknamp,96.1053,pjbrmlnj,96.01408,gqanpbjk,94.20266
pjmvkpgz,rbvzmlov,97,nnpqdokz,95.55622,kpovrvbl,91.71131
pjnmgdak,jbrvjpwd,166.44826,kpyrwobz,99.67354,rbqqjwjr,97.97563
pjnmwkyg,kpnjllkq,193.94848,jbvmykdr,191.94054,mmgzywyw,191.55112
pjnmwwdl,rrwbbapo,101.68072,rbvzmlov,97,nnpqdokz,95.55622
pjnndogv,pjokygzp,95.17319,kpnmddpy,93.96792,lvbbvwrv,92.70374
pjnngwmk,jrqbmrzv,97.77633,lropkqgj,94.55164,pjoobywz,93.45665
pjokwvqy,vnygzgbg,200.03408,oqrwvjbq,196.01344,kpnmqjmj,190.80282
pjokygzp,pjokwvqy,196.15164,gnbaorzn,184.52018,nrjqygay,103.06457
pjokyvyy,rbvzzgva,98.33363,azbadykb,97.14789,prwbdjpj,96.26867
pjokyyla,dvayvlwd,291.53037,vwddkdzo,233.86773,mbaaopdm,218.85444
pjoobywz,jrqbmrzv,97.77633,jbvmydrz,96.95786,wqkvjdmo,96.62989
pjowgdgg,wqrbmono,292.61718,rbvzzgva,196.66726,vnygzgbg,100.01704
pjowgvlo,bbvmwqln,99.24759,wvyqblqj,98.76448,rbqqjwjr,97.97563
pjowgwvk,wbynwpam,104.9241,dpqmoonl,98.12618,zgvldojv,97.56182
pjowmvgl,rbvzmlov,194,oqrwlopr,185.19106,dvaqvkqq,185.05048
pjowmyvd,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
pjowqozp,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
pjowrlkn,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
pjowzngv,rbvzqjvw,195.24824,dvayvlwd,194.35358,rbvzmlov,194
pjrbbdmr,oqjzrbnv,628.11903,zgqjravo,552.61032,azojmzgj,532.06866
pjrbrzop,vpgoddzj,99.37711,oqrwvjbq,98.00672,jrqbmrzv,97.77633
pjrqzgml,wqdoavdv,93.79577,zgbpbbgo,91.87471,jbrzydom,91.86266
pjrqzygz,zgyqgjgg,280.66902,dvlzrwon,279.78189,bbzrkjpg,274.61229
pjrqzzrb,dvpmlalz,179.48752,oqjzrbnv,179.46258,ygnwjaoz,172.44488
pjrymzyq,wqkvjdmo,96.62989,nnpqdokz,95.55622,vnjwqppz,94.86953
pmzzamab,vnygzgbg,100.01704,bbvmwqln,99.24759,rbvzzgva,98.33363
pmzzdnwb,bbzrkjpg,91.53743,dvprkgyd,90.90219,dvprljnn,90.19447
prkqgrgm,wqrbjgjq,98.33333,zgvldojv,97.56182,lvaoyyda,96.74506
prkqrbvp,jbvmydrz,96.95786,dvaywlkm,95.35029,dpyrvbdn,93.48853
prkqwavr,gbvzjrrk,109.41393,wvnmkdrd,101.6,ygjjlnwq,97.75752
prvabmjd,nrbkylnj,281.30313,dpdgmzmo,280.83321,wvpjmvyn,191.88664
prvaqbpj,ojakrwvn,184.02974,jrqbmrzv,97.77633,wvpjmvyn,95.94332
prwbdjpj,rbvzzgva,98.33363,kpnmqjmj,95.40141,zqmkyqqv,94.60269
prwbkdmr,rbvzmlov,97,vpdvznqb,95.02229,mmgwmzgy,90.98279
prwmopvb,krmyjqkq,100.26009,jrmlvrkm,99.55966,rrokrgwl,99.27175
prwmorwl,oqjzrbnv,179.46258,mbaaopdm,145.90296,nrwvvngb,102.43498
prwnokga,mmgwbyqz,180.54248,wvvnmrng,100.43349,vnyzdaqo,99.37332
pryjgvrw,aoarzvqy,194.74678,yoyonqnr,106.31284,lmymbkgd,104.92175
pryjklvl,wqrbjvkp,194.4796,vnyzdaqo,99.37332,jrqbmrzv,97.77633
pryjkwrj,nrjqygay,103.06457,aoavzopr,101.95451,bzmgrldz,101.72745
przdajdl,rbvzmlov,97,vpdvznqb,95.02229,prwbkdmr,93.18744
pvymollwd,yvyjbprvw,88.56112,oadnyykpb,85.07713,ddwlajwlb,84.14395
pvymoowqy,zgvldojv,97.56182,ojwmllva,97.0861,dvayndgy,96.98826
pwykgdrq,bqwywgmy,112.68259,yoyonqnr,106.31284,oqvvljjn,96.96695
pwykgqbg,kmljappy,322.24953,bqwywgmy,112.68259,wbybvavl,111.88458
pyknmyogo,nnpqdokz,95.55622,dvjlporz,95.36951,bbnpmqam,94.90149
qayojvbo,dvlzrwon,93.26063,lvbbvwrv,92.70374,gqrbqdzn,92.43897
qmwakkkzm,nbdpyknmp,93.23881,mqybggpwn,89.41166,vmbwyagqj,89.11723
qmwavpqwq,azbaqqml,97.03991,kpnjllkq,96.97424,jbvmykdr,95.97027
qmwnbbgkg,lmyomann,109.21202,zgpwqgja,98.12363,gqrbgqlz,95.27897
qmwnbpqgp,wqkvjdmo,96.62989,dvpadgrl,92.16137,pjrqzzrb,91.30789
qmwnbpylp,pjowzngv,97.77668,oqrpdglq,96.22194,dvjlporz,95.36951
qnjjdjop,bbvmwqln,99.24759,rbvzzgva,98.33363,oqrwvjbq,98.00672
qnjjgblz,bqwywgmy,338.04777,azjoqmpa,194.67812,vnaplbvk,187.8122
qnjjjkml,wojjyyrl,70.88889,qnjjvrlo,68.7295,wojjlqdq,68.19274
qnjjvrlo,wojjyyrl,70.88889,wojjlqdq,68.19274,yjdqbynb,66.91182
qnjjwaow,wqrbmono,97.53906,pjowgdgg,95.0547,wqddllrv,95.03207
qnjjykgj,kpnjllkq,193.94848,mmgzywyw,191.55112,vwddkdzo,155.91182
qrkrdgyz,dvaywlkm,190.70058,rrwbbapo,101.68072,vpgoddzj,99.37711
qrkvgnwg,bqwywgmy,112.68259,vnygznmg,96.20601,mlnoawjw,94.76761
qronbdga,zgvldojv,195.12364,yvypjyrrm,170.65522,wbynwpam,104.9241
qropyodl,vpzovowq,185.99484,zgpnppvo,185.31502,ynowvwpp,184.69674
qryaavky,pryjgvrw,98.47265,nnppdald,98.38905,krmyvzaz,96.98697
qryardgq,dpydjnpb,102.41002,vpbnqynq,99.88259,zgpppalp,95.06781
qzbbpzwk,vnygrlyr,97.23605,ygbokvad,96.63863,nnvvjbdm,96.57512
qzbogpnd,jrqbmrzv,195.55266,oqjzrbnv,179.46258,koaajzgz,157.73808
qzbojqgg,vnygzgbg,100.01704,rbvzmlov,97,wqrbmnvm,95.87559
qzbojraq,pjowzngv,195.55336,rbvzmlov,194,nrbkylnj,187.53542
qzbonqno,zgpppalp,190.13562,azormlbb,184.25508,bbzrkjpg,183.07486
qzboqony,rbvzmlov,194,oqrwlopr,185.19106,pjowmvgl,182.76772
qzborpjg,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
qzbozgwl,aoavzopr,101.95451,dpqmvmno,99.05196,kravkzjv,98.89356
qzbywwrl,zgpnppvo,185.31502,bbvmwnjz,97.15459,pjokyyla,96.94335
qznkrybo,vnyzdaqo,198.74664,wqrbjvkp,194.4796,nrbkylnj,187.53542
qznmkkjb,jbljzyrq,180.59768,bbnpmqam,94.90149,qzpzqkzq,93.60423
qznmmjpl,nrbkylnj,187.53542,dpdgmzmo,187.22214,pjowzngv,97.77668
qzprldwa,dvjlporz,95.36951,dvjjrvqn,94.32713,dvlzbono,93.20058
qzprnymv,azjoqmpa,194.67812,zgyddrwd,193.10328,kpyrwblo,177.33206
qzpzqkzq,qznmkkjb,94.39641,zgpnpvjy,93.51659,jbljzyrq,90.29884
qzqnwboz,jbolowyl,185.15024,zgqjravo,184.20344,vnjwrqkm,182.10988
qzqqkrbj,bbzrkjpg,274.61229,nrbkylnj,187.53542,dpdgmzmo,187.22214
qzrajgrq,kprykbrq,93.04677,vnponzrq,91.89028,dvpawqjr,91.5435
qzrpbbqz,azorkkqd,93.39906,zgqjravo,92.10172,vnponzrq,91.89028
qzrwbowp,rzwozjay,110.91929,mmrknamp,96.1053,pjbrmlnj,96.01408
qzrwlzvm,nnpqdokz,95.55622,azorkkqd,93.39906,azormlbb,92.12754
qzrwpmmn,azormlbb,184.25508,bbvmwqln,99.24759,bbvygjdw,98.12637
qzrwvmav,bbnllygv,169.27074,nnpbjnwz,151.45728,dvayndgy,96.98826
qzvdgkzm,kpyrwobz,99.67354,rbvzzgva,98.33363,rbvzqjvw,97.62412
rbaagzrk,krvkdwaa,97.99283,zgvldojv,97.56182,wqrbmono,97.53906
rbaaqrgk,zgpnppvo,277.97253,zgpppalp,190.13562,gbvzjrrk,109.41393
rbaaznrl,vpgoddzj,99.37711,oqrwvjbq,98.00672,wvnzwpbk,97.2856
rbaqgqlr,mmgwbyqz,180.54248,wvvnmrng,100.43349,kpyrwobz,99.67354
rbaqzknw,azbaqqml,194.07982,pjowzngv,97.77668,vnygrlyr,97.23605
rbjrrnrl,bbpzwggl,94.40219,azormlbb,92.12754,jbolmgmv,89.7794
rbjrrwlj,jbvmydrz,96.95786,wqkvjdmo,96.62989,dvmpnpvm,95.74086
rbmdwmpd,zgpwqgja,98.12363,dvaqjqbv,96.32017,vnygznmg,96.20601
rbqqjwjr,kpyrwobz,99.67354,bbvmwqln,99.24759,wvyqblqj,98.76448
rbqyayar,pjowzngv,97.77668,dvayvlwd,97.17679,azbaqqml,97.03991
rbqyjokn,mmrknamp,96.1053,pjbrmlnj,96.01408,gqanpbjk,94.20266
rbqypnqm,azbaqqml,194.07982,azormlbb,184.25508,zgqjravo,184.20344
rbqyrnpz,dvlrdkbm,98.3139,zgpwqgja,98.12363,azjoqmpa,97.33906
rbrjbbon,zgqjravo,184.20344,bbzrkjpg,183.07486,dvpmlalz,179.48752
rbrwqqmr,vnygrlyr,97.23605,rbaqzknw,93.38048,wqddqqym,93.18281
rbrwvwnm,azmmgndw,93.80595,mmppbjoq,93.55426,kpzowkno,92.88772
rbvowwmj,vwddkdzo,155.91182,mbaaopdm,145.90296,prwmorwl,99.49614
rbvzblko,pjowzngv,97.77668,rbvzqjvw,97.62412,vnygrlyr,97.23605
rbvzboqa,kpnmwdvw,194.46458,vnygzgbg,100.01704,pjowzngv,97.77668
rbvzmlov,jbvgmplv,283.97253,azbwqvqy,280.24776,pjowzngv,195.55336
rbvzogyq,nrbkylnj,187.53542,dpdgmzmo,187.22214,pjowzngv,97.77668
rbvzqjvw,pjowzngv,195.55336,oqrwqwlo,190.95004,kpnmqjmj,190.80282
rbvzrlnl,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
rbvzzgva,zgvldojv,487.8091,wqrbmono,487.6953,azbaqqml,485.19955
rnwkmvbrd,mlzqlkrw,105.10493,aoarzvqy,97.37339,ojaknokp,94.70815
rnwkyympq,rbvzmlov,97,zgvzwzmm,96.38565,jbvgmplv,94.65751
rqpppgqy,bbyzamap,172.73704,dvlrdkbm,98.3139,azjoqmpa,97.33906
rqpppkqg,dvlddrja,174.70072,jlyybbny,153.69172,kmljappy,107.41651
rqppproa,yoyonqnr,106.31284,lmymbkgd,104.92175,nrjpovzn,98.75426
rqpprqlo,wqrbjvkp,194.4796,zgbbngyd,186.98748,qznkrybo,185.76652
rqppwmwg,lzwwyqwq,233.54787,azbaqqml,194.07982,dvaqjqbv,192.64034
rqppzowl,koaagbaz,82.25202,dlkkbbwz,79.83646,rqpppkqg,78.72846
rrndjymk,nrbkylnj,187.53542,dpdgmzmo,187.22214,pjowzngv,97.77668
rrokmlvn,mmgwbyqz,180.54248,wvvnmrng,100.43349,vnyzdaqo,99.37332
rrokrgkb,mlzqlkrw,105.10493,mllzdngl,103.45471,vpgoddzj,99.37711
rrokrgwl,krmyjqkq,200.52018,gnbaorzn,184.52018,jrmlvrkm,99.55966
rrpywlyv,nrjqygay,103.06457,aoavzopr,101.95451,bzmgrldz,101.72745
rrwbbapo,oqrwqwlo,95.47502,ygbmogzo,95.42801,dvaywlkm,95.35029
rrwbbjyy,nrjqygay,103.06457,zqmvakrm,99.39671,wvyjdrak,98.92275
rrympqww,bbvmwqln,99.24759,wvyqblqj,98.76448,rbqqjwjr,97.97563
rrzjymmn,zqzykabw,189.11072,ynowvwpp,184.69674,bqwywgmy,112.68259
rrzkydor,qzbywwrl,97.56816,bbvmwnjz,97.15459,pjokyyla,96.94335
rrzqvrdo,aowlbonj,95.55803,qzbonqno,94.83013,zgbbngyd,93.49374
rzwogrld,zgpwqgja,98.12363,rbvzqjvw,97.62412,zgpnppvo,92.65751
rzwozjay,azormlbb,92.12754,kpdrqgrk,88.53113,pjgrlygm,86.81478
vmbjdzwrn,vnyzdaqo,99.37332,bbvmwqln,99.24759,bbvygjdw,98.12637
vmbovzrvb,zgbpaonm,185.00876,oqjzrbnv,179.46258,lmyomann,109.21202
vmbwyagqj,nbdpyknmp,93.23881,mqybggpwn,89.41166,zmopbpqvb,88.741
vmbwzalbr,nrbkylnj,187.53542,dpdgmzmo,187.22214,pjowzngv,97.77668
vnaplbvk,bqwywgmy,338.04777,oqjzrbnv,269.19387,zgpwqgja,196.24726
vnjjdvyj,zgpnppvo,277.97253,zgvldojv,195.12364,wqrbmono,195.07812
vnjjlkoa,dvlrdkbm,98.3139,azjoqmpa,97.33906,bbnpmqam,94.90149
vnjjlnmm,bbzrkjpg,91.53743,dvprkgyd,90.90219,dvprljnn,90.19447
vnjjnoyw,dvjjaddg,92.62242,gqwwkkyo,90.0824,bbnnbadp,89.56212
vnjwqppz,pjowzngv,97.77668,oqrpdglq,96.22194,nnpqdokz,95.55622
vnjwrqkm,dvaqjqbv,288.96051,dvayndgy,193.97652,qzqnwboz,184.51814
vnpapzna,zgyqgjgg,187.11268,dvlzrwon,186.52126,bbzrkjpg,183.07486
