player,suggest_1,sugges_score_1,suggest_2,sugges_score_2,suggest_3,sugges_score_3
vnpawvpv,mmrknamp,96.1053,pjbrmlnj,96.01408,gqanpbjk,94.20266
vnpbjrga,oqjzrbnv,179.46258,koaajzgz,157.73808,aoavzopr,101.95451
vnpbworw,kpyrwobz,99.67354,wqooymnp,97.36309,oqvvljjn,96.96695
vnponlbq,oqjzrbnv,538.38774,bbyzamap,345.47408,pjrbbdmr,322.23444
vnponzrq,oqjzrbnv,358.92516,bbzrkjpg,274.61229,kprykabq,266.93688
vnrpkryb,bbnpmqam,94.90149,qznmkkjb,94.39641,pjnmgdak,93.83013
vnrpwnjq,kpdkzrda,91.16915,pjgpnmyk,91.00807,dvnpmody,90.97233
vnwmglrj,kpyrwobz,99.67354,rbvzzgva,98.33363,rbvzqjvw,97.62412
vnwvjypp,lvaoyyda,96.74506,zgyddrwd,96.55164,kpyqvdqk,95.903
vnwvnagw,zgvldojv,97.56182,azbaqqml,97.03991,rbvzmlov,97
vnwvwwkn,azorkkqd,93.39906,zgpnppvo,92.65751,ddwrzqvmk,87.24961
vnygrlyr,ygbokvad,96.63863,nnvvjbdm,96.57512,rbvzblko,96.3403
vnygzgbg,blkkwadv,311.95192,zgvldojv,292.68546,bbvmwqln,198.49518
vnygznmg,zgvldojv,585.37092,oqrwvjbq,392.02688,bqwywgmy,338.04777
vnyyrpqz,vnygrlyr,97.23605,ygbokvad,96.63863,nnvvjbdm,96.57512
vnyzaajr,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
vnyzdaqo,wqrbjvkp,194.4796,azbaqqml,194.07982,qznkrybo,185.76652
vnyzpoby,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
vnyzqvgw,azbaqqml,291.11973,kpnjllkq,193.94848,dvaqjqbv,192.64034
vpbnqynq,dpydjnpb,102.41002,zqzjoqgo,99.65415,wvyqylzp,99.05773
vpdvmmkw,nrjqygay,103.06457,aoavzopr,101.95451,bzmgrldz,101.72745
vpdvznqb,rbvzmlov,97,prwbkdmr,93.18744,mmgwmzgy,90.98279
vpgobjdp,mbaaopdm,218.85444,rbvzzgva,196.66726,azbaqqml,194.07982
vpgoddzj,oqrwvjbq,196.01344,wvnzwpbk,194.5712,pjgrlygm,173.62956
vpgodzno,vnygzgbg,100.01704,rbvzzgva,98.33363,zgvldojv,97.56182
vpzagroy,mmgwbyqz,180.54248,wvvnmrng,100.43349,vnyzdaqo,99.37332
vpzaqvad,rbvzzgva,98.33363,prwbdjpj,96.26867,kpnmqjmj,95.40141
vpzovowq,zgpnppvo,185.31502,ynowvwpp,184.69674,qropyodl,181.93158
vwdddrnp,jbozaybb,92.17682,azormlbb,92.12754,zgqjravo,92.10172
vwddkdzo,oqjzrbnv,1076.77548,azormlbb,644.89278,mmgzywyw,574.65336
wbybvavl,bqwywgmy,112.68259,lmyomann,109.21202,pwykgqbg,108.08349
wbynwpam,dpqmoonl,98.12618,zgvldojv,97.56182,vnygznmg,96.20601
wojbkoay,pjowzngv,97.77668,oqrpdglq,96.22194,dvjlporz,95.36951
wojjbgqb,azjoqmpa,194.67812,koaajzgz,157.73808,nnorblag,98.8607
wojjjojl,azormlbb,184.25508,bbvmwqln,99.24759,bbvygjdw,98.12637
wojjldra,rqppwmwg,160.45892,dvayvlwd,97.17679,azbaqqml,97.03991
wojjlqdq,wojjyyrl,70.88889,qnjjvrlo,68.7295,yjdqbynb,66.91182
wojjwydp,zqzjoqgo,99.65415,ynojblap,99.20138,bzmrdyyp,96.68259
wojjyyrl,qnjjvrlo,68.7295,wojjlqdq,68.19274,yjdqbynb,66.91182
wpydawnog,wqddqqym,93.18281,dvaqvkqq,92.52524,gqrbypzk,92.2723
wpyordvyg,nbdpyknmp,93.23881,mqybggpwn,89.41166,vmbwyagqj,89.11723
wpyorkvkg,rbjrrnrl,95.56517,bbpzwggl,94.40219,azormlbb,92.12754
wpyzmyogz,vnygzgbg,100.01704,kpnmwdvw,97.23229,rbvzboqa,93.17234
wqddjwpd,azmmgndw,93.80595,mmppbjoq,93.55426,kpzowkno,92.88772
wqddllrv,azbaqqml,194.07982,ygjvmlgy,170.09016,nrjqygay,103.06457
wqddplog,azyqnzlr,90.11033,azyoqdpn,90.04484,dvpmlalz,89.74376
wqddqbdy,jrqbmrzv,97.77633,lropkqgj,94.55164,pjoobywz,93.45665
wqddqlmj,nnorblag,98.8607,azjoqmpa,97.33906,zgyddrwd,96.55164
wqddqqym,vnygrlyr,97.23605,rbaqzknw,93.38048,lvbbvwrv,92.70374
wqdoavdv,zgbpbbgo,91.87471,jbrzydom,91.86266,bbzrkjpg,91.53743
wqdobnqg,kpyrwobz,99.67354,nnppdald,98.38905,dvlrdkbm,98.3139
wqkqrbzn,zgyqgjgg,187.11268,dvlzrwon,186.52126,wqomakzv,177.79056
wqkvjdmo,kpdrqgrk,177.06226,kpyrwobz,99.67354,nnppdald,98.38905
wqkvmlwq,zgyqwrbq,98.4574,oqzjmkpg,95.72392,lvdrajaq,95.25978
wqkvrkya,bqwywgmy,225.36518,vnaplbvk,187.8122,oqjzrbnv,179.46258
wqomakzv,zgyqgjgg,187.11268,dvlzrwon,186.52126,wqkqrbzn,184.01728
wqomgkzl,mmgwbyqz,180.54248,rzwogrld,109.65919,wvvnmrng,100.43349
wqomknzk,lvaoyyda,96.74506,zgyddrwd,96.55164,kpyqvdqk,95.903
wqomlwlk,nnorblag,98.8607,mmrknamp,96.1053,pjbrmlnj,96.01408
wqooymnp,zgpppalp,190.13562,gbvzjrrk,109.41393,kpyrwobz,99.67354
wqoppbvm,gqanpbjk,188.40532,mmrknamp,96.1053,pjbrmlnj,96.01408
wqopppzr,kpyrwobz,99.67354,rbqqjwjr,97.97563,ygbmogzo,95.42801
wqrbaaqk,rbvzmlov,194,zgvzwzmm,192.7713,azbwqvqy,186.83184
wqrbbymo,azbadykb,97.14789,jbwryogj,96.66197,zgyqgjgg,93.55634
wqrbgjlo,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
wqrbjgjq,zgvldojv,97.56182,lvaoyyda,96.74506,vnygznmg,96.20601
wqrbjvkp,vnyzdaqo,198.74664,jrqbmrzv,195.55266,pryjklvl,192.25922
wqrbjvlp,dvayvlwd,194.35358,nrbkylnj,187.53542,dpdgmzmo,187.22214
wqrbmnvm,vnygzgbg,100.01704,rbvzmlov,97,bbvqwvlq,95.29442
wqrbmono,rbvzzgva,491.66815,zgvldojv,390.24728,bbvmwqln,297.74277
wqrnwgbl,dvayvlwd,194.35358,pjokyyla,193.8867,mmgzywyw,191.55112
wqrrkrlj,bqwywgmy,112.68259,pwykgdrq,109.04169,yoyonqnr,106.31284
wqvkajjg,vnygzgbg,100.01704,rbvzzgva,98.33363,zgvldojv,97.56182
wqvkbbgb,kprykbrq,93.04677,vnponzrq,91.89028,dvpawqjr,91.5435
wqvkbdbr,bbzrkjpg,366.14972,azormlbb,276.38262,zgqjravo,276.30516
wqvkvwap,dvpmabro,91.18541,mmlpnkdd,90.68337,dvpmlwag,90.50313
wqvrnmro,jbvmydrz,96.95786,wqkvjdmo,96.62989,dvmpnpvm,95.74086
wqvrnqgn,bbnpmqam,94.90149,qznmkkjb,94.39641,dvjjpzkd,92.53521
wqvywwpj,vnygzgbg,100.01704,zgvldojv,97.56182,kpnmwdvw,97.23229
wqwgdjqn,dvlzrwon,93.26063,lvbbvwrv,92.70374,gqrbqdzn,92.43897
wqwgdjzn,aoavzopr,101.95451,oqvvljjn,96.96695,zgpppalp,95.06781
wqwggmkz,dvnpmody,90.97233,azyqnzlr,90.11033,kpdrqgrk,88.53113
wqwvovng,dvnpmody,90.97233,azyqnzlr,90.11033,kpdrqgrk,88.53113
wvbddmzr,yoymobpr,112.41276,ojpakooj,100.97156,vnygzgbg,100.01704
wvbkpqkp,dpqmvmno,99.05196,dpqrzvyr,98.79731,ojwnypgz,95.59416
wvbkykbw,ynowvogr,100.03521,nnywbjlv,98.66278,pryjgvrw,98.47265
wvjmnwvp,vpgoddzj,99.37711,aoarzvqy,97.37339,bzqrklwq,96.44992
wvnmkdrd,gbvzjrrk,109.41393,zqmvakrm,99.39671,rbvzzgva,98.33363
wvnokjya,vpgoddzj,99.37711,zqljdvmp,99.26816,dvaqlpbg,98.58307
wvnzbpvv,mlzqlkrw,105.10493,aoarzvqy,97.37339,ojaknokp,94.70815
wvnzjjjb,rbvzzgva,295.00089,azbaqqml,291.11973,mbaaopdm,218.85444
wvnzwpbk,vpgoddzj,198.75422,oqrwvjbq,196.01344,zqljdvmp,99.26816
wvnzzpvv,pryjgvrw,98.47265,nnppdald,98.38905,krmyvzaz,96.98697
wvpakbww,wvpjmvyn,95.94332,gnogrrgg,95.86368,gnogwlky,95.0446
wvpakwqr,wvpjmvyn,95.94332,gnogrrgg,95.86368,gnogwlky,95.0446
wvpaojag,wvpjmvyn,95.94332,gnogrrgg,95.86368,gnogwlky,95.0446
wvpjmvyn,nrbkylnj,281.30313,dpdgmzmo,280.83321,zqmkbrvy,189.68232
wvvnmrng,mmgwbyqz,180.54248,vnyzdaqo,99.37332,prwnokga,98.46222
wvvprrjw,mllzdngl,103.45471,rbvzmlov,97,azlllgon,95.98884
wvyjdrak,azbaqqml,194.07982,bqwywgmy,112.68259,aoavzopr,101.95451
wvyqblqj,zqogqdkv,291.52791,bbvmwqln,198.49518,koaajzgz,157.73808
wvyqylzp,vpbnqynq,99.88259,aodzkymz,96.65274,krlpdjjw,96.01331
ygannwnw,dvaqjqbv,96.32017,pjnmgdak,93.83013,kpzowkno,92.88772
ygarlmmm,prwmorwl,99.49614,rbvowwmj,98.45427,azbaqqml,97.03991
ygbbnwqn,zgvldojv,97.56182,azllkwak,96.69601,vnygznmg,96.20601
ygbmogzo,rrwbbapo,101.68072,kpyrwobz,99.67354,bbvmwqln,99.24759
ygbmykrz,pwykgqbg,108.08349,jmqmodky,107.67136,kmljappy,107.41651
ygbogyml,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
ygbokvad,azbaqqml,194.07982,nnvvjbdm,193.15024,ygzzazdq,184.52896
ygjjlnwq,gbvzjrrk,109.41393,wvnmkdrd,101.6,wvpjmvyn,95.94332
ygjkrglm,rbvzqjvw,97.62412,kpnmqjmj,95.40141,jbvmlnmd,95.34898
ygjkzapp,dvayndgy,96.98826,dvaqjqbv,96.32017,jbawvlnn,94.48756
ygjvmlgy,zgvldojv,390.24728,azbaqqml,388.15964,oqjzrbnv,358.92516
ygjvvmpr,zgvldojv,97.56182,mmrknamp,96.1053,pjbrmlnj,96.01408
ygjvyvzq,mmrknamp,96.1053,pjbrmlnj,96.01408,gqanpbjk,94.20266
ygnwjaoz,pjrqzzrb,182.61578,jbwryogj,96.66197,zgyqgjgg,93.55634
ygnwjdvo,zgvldojv,292.68546,dvayndgy,290.96478,mlzvarvq,289.70745
ygnwvowg,kmljappy,107.41651,mmrlorpk,98.45919,azjoqmpa,97.33906
ygnyjzzj,mlnoawjw,94.76761,dvlzrwon,93.26063,lvbbvwrv,92.70374
ygwnaqlw,kmljappy,107.41651,mmrlorpk,98.45919,azjoqmpa,97.33906
ygwnbovy,kpoggymm,179.76322,pjmdqpak,175.89782,vpgoddzj,99.37711
ygwnknvw,jbolowyl,92.57512,qzqnwboz,92.25907,zgqjravo,92.10172
ygwnzqak,rbvzqjvw,97.62412,kpnmqjmj,95.40141,jbvmlnmd,95.34898
ygzjybop,dvaqjqbv,192.64034,gqwjmlgq,179.23608,zgpwqgja,98.12363
ygzpgwqb,jbwryogj,96.66197,zgyqgjgg,93.55634,dvlzrwon,93.26063
ygzzazdq,ygbokvad,193.27726,nnvvjbdm,193.15024,azlnqwkv,182.65292
ygzzkbwq,pryjgvrw,98.47265,nnppdald,98.38905,krmyvzaz,96.98697
ygzzrllb,gbvzjrrk,109.41393,wvnmkdrd,101.6,ygjjlnwq,97.75752
yjddaovk,wqrbjvkp,194.4796,vnyzdaqo,99.37332,jrqbmrzv,97.77633
yjddjqmz,zqzykabw,283.66608,blkkwadv,233.96394,vnygzgbg,200.03408
yjddlgrn,wojjyyrl,70.88889,qnjjvrlo,68.7295,wojjlqdq,68.19274
yjddrojy,zgvldojv,292.68546,kpnjllkq,193.94848,bqwywgmy,112.68259
yjddypqg,dvpmlalz,269.23128,nnvpdywa,178.87492,pjrbbdmr,161.11722
yjdqbynb,wojjyyrl,70.88889,qnjjvrlo,68.7295,wojjlqdq,68.19274
yjdqjnjw,koaagbaz,82.25202,dlkkbbwz,79.83646,rqppzowl,79.73433
yjdqwjrn,bbvmwqln,99.24759,dvaqlpbg,98.58307,rbvowwmj,98.45427
ynkrndlv,bqwywgmy,112.68259,vnygznmg,96.20601,mlnoawjw,94.76761
ynkrzzrp,mlnoawjw,189.53522,vnjwrqkm,182.10988,gnbaoyjo,177.32822
ynmjzpqv,nrjqygay,103.06457,azbaqqml,97.03991,dvaqjqbv,96.32017
ynmpmlwv,nrjqygay,103.06457,rrwbbjyy,99.62989,krvkdwaa,97.99283
ynojblap,zqzjoqgo,99.65415,bzmrdyyp,96.68259,zgvzzvnr,94.98463
ynojbqqv,wbynwpam,104.9241,dpqmoonl,98.12618,zgvldojv,97.56182
ynopkzgg,prwmorwl,99.49614,rbvowwmj,98.45427,azbaqqml,97.03991
ynowokvp,bqwywgmy,112.68259,dpqmvmno,99.05196,rrzqvrdo,97.47348
ynowvogr,nnywbjlv,98.66278,pryjgvrw,98.47265,dvaqjqbv,96.32017
ynowvwpp,zqzykabw,283.66608,rrzjymmn,194.48252,vpzovowq,185.99484
ynozpqbr,ojwmllva,194.1722,gnbaoyjo,177.32822,zqzjoqgo,99.65415
ynozwbyb,pjokygzp,95.17319,kpnmddpy,93.96792,gnbaorzn,92.26009
ynvqprpd,oqrwvjbq,196.01344,vnygznmg,192.41202,mmgzywyw,191.55112
ynvqwbjm,nrbkylnj,187.53542,dpdgmzmo,187.22214,pjowzngv,97.77668
yoymobpr,bqwywgmy,112.68259,ojpakooj,100.97156,wvbddmzr,100.05665
yoyonqnr,bqwywgmy,112.68259,pwykgdrq,109.04169,lmymbkgd,104.92175
yvyjblaka,nnppdald,98.38905,azbadykb,97.14789,azlllgon,95.98884
yvyjbpnag,mmrknamp,96.1053,pjbrmlnj,96.01408,gqanpbjk,94.20266
yvyjbprvw,wbynwpam,104.9241,vnygzgbg,100.01704,dvaqlpbg,98.58307
yvyjbwjaw,rbvzqjvw,97.62412,kpnmqjmj,95.40141,jbvmlnmd,95.34898
yvyjoawop,dvlzrwon,93.26063,lvbbvwrv,92.70374,gqrbqdzn,92.43897
yvypjopvp,azbaqqml,194.07982,mqyvbwwwa,167.90296,blkkwadv,155.97596
yvypjyrrm,zgvldojv,195.12364,qronbdga,187.60868,wbynwpam,104.9241
yvypkaywo,azormlbb,184.25508,gbvzjrrk,109.41393,bbvmwqln,99.24759
yvypkomdl,yvyjbprvw,88.56112,oadnyykpb,85.07713,ddwlajwlb,84.14395
yvyzqogwq,bqwywgmy,112.68259,ynowvogr,100.03521,nnywbjlv,98.66278
zgawlyqg,bbldanjy,182.36072,rbvzmlov,97,nnpqdokz,95.55622
zgbbabww,zgvldojv,97.56182,azbaqqml,97.03991,wqddllrv,95.03207
zgbbngyd,wqrbjvkp,194.4796,qznkrybo,185.76652,rqpprqlo,152.88622
zgbbrlrn,dvjjaddg,92.62242,vnjjnoyw,91.66325,gqwwkkyo,90.0824
zgbbwyja,zgvldojv,97.56182,azbaqqml,97.03991,wqddllrv,95.03207
zgbpaddq,dvayndgy,96.98826,dvaqjqbv,96.32017,jbawvlnn,94.48756
zgbpaonm,oqjzrbnv,179.46258,vmbovzrvb,172.5952,lmyomann,109.21202
zgbpbbgo,wqdoavdv,93.79577,jbrzydom,91.86266,bbzrkjpg,91.53743
zgbpglky,azbbojrd,190.25922,oqjzrbnv,179.46258,vnygzgbg,100.01704
zgpnbyyw,zgpnppvo,185.31502,rzwogrld,109.65919,rbvzqjvw,97.62412
zgpndrjg,zgyqgjgg,187.11268,dvlzrwon,186.52126,bbzrkjpg,183.07486
zgpnppvo,wqrbmono,292.61718,nnpqdokz,286.66866,vnjjdvyj,281.46504
zgpnpvjy,nrbkylnj,187.53542,dpdgmzmo,187.22214,pjowzngv,97.77668
zgpnpypz,pjnmgdak,93.83013,kpzowkno,92.88772,kprlzojz,86.78951
zgpnqjbz,gqanpbjk,94.20266,azlnyynr,92.92197,bbzrkjpg,91.53743
zgpnwymn,jbvmydrz,96.95786,wqkvjdmo,96.62989,dvmpnpvm,95.74086
zgpppalp,oqvvljjn,387.8678,zgyddrwd,386.20656,rbvzzgva,295.00089
zgpwqgja,bqwywgmy,225.36518,lmyomann,218.42404,dvlrdkbm,196.6278
zgqjgkqk,oqjzrbnv,538.38774,bbzrkjpg,457.68715,azormlbb,368.51016
zgqjravo,bbzrkjpg,823.83687,oqjzrbnv,628.11903,azojmzgj,620.74677
zgqobwlm,vnygzgbg,100.01704,kpnmwdvw,97.23229,rbvzboqa,93.17234
zgqylojd,ygwnknvw,95.05236,jbolowyl,92.57512,qzqnwboz,92.25907
zgvldojv,azbaqqml,582.23946,vnygznmg,577.23606,rbvzzgva,491.66815
zgvlzzdl,azbaqqml,388.15964,zgvldojv,292.68546,dvaqlpbg,197.16614
zgvvqjzw,mmgwbyqz,180.54248,wvvnmrng,100.43349,vnyzdaqo,99.37332
zgvzgapn,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
zgvzgayn,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
zgvzpvvm,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
zgvzrypa,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
zgvzwbqq,pjowzngv,97.77668,rbvzqjvw,97.62412,kpnmwdvw,97.23229
zgvzwzmm,rbvzmlov,194,bbvmqgam,186.83568,azbwqvqy,186.83184
zgvzzvnr,zqzjoqgo,99.65415,ynojblap,99.20138,bzmrdyyp,96.68259
zgyddrwd,zgpppalp,380.27124,azjoqmpa,292.01718,oqvvljjn,290.90085
zgyqgjgg,dvlzrwon,279.78189,pjrqzygz,265.85409,jbwryogj,193.32394
zgyqpwvz,nnorblag,98.8607,zgyqwrbq,98.4574,azjoqmpa,97.33906
zgyqvlqn,rzwogrld,109.65919,rbvzqjvw,97.62412,zgpnppvo,92.65751
zgyqwbpw,jbvmydrz,96.95786,wqkvjdmo,96.62989,dvmpnpvm,95.74086
zgyqwrbq,oqzjmkpg,95.72392,lvdrajaq,95.25978,zgyqpwvz,95.07382
zgyqyvrv,kpyrwobz,99.67354,wqooymnp,97.36309,oqvvljjn,96.96695
zmobdlkzv,aoavzopr,101.95451,dpqmvmno,99.05196,kravkzjv,98.89356
zmobzrrky,ynozpqbr,98.74506,qzbywwrl,97.56816,zgvldojv,97.56182
zmopbpqvb,avdlbjllo,177.2206,vnygzgbg,100.01704,dvaqlpbg,98.58307
zmopvpaqy,mmgwbyqz,180.54248,wvvnmrng,100.43349,vnyzdaqo,99.37332
zmopvykkz,nbdpyknmp,93.23881,mqybggpwn,89.41166,vmbwyagqj,89.11723
zpdddrwz,koaagbaz,82.25202,dlkkbbwz,79.83646,rqppzowl,79.73433
zpdddznb,nnpqdokz,95.55622,dvjlporz,95.36951,pjnmwkyg,93.74421
zpddrnav,zgpnppvo,277.97253,azorkkqd,186.79812,dpydjnpb,102.41002
zpddrqjj,pjnmgdak,93.83013,kpzowkno,92.88772,zgpnpypz,88.35215
zpdkbwpk,rbvzzgva,98.33363,prwbdjpj,96.26867,nnpqdokz,95.55622
zqljdpzn,bbvmwqln,99.24759,wvyqblqj,98.76448,rbqqjwjr,97.97563
zqljdvmp,vpgoddzj,99.37711,dvaqlpbg,98.58307,azbwkgky,98.52421
zqlrzybw,dvaqjqbv,96.32017,dvjlnaad,93.15962,dvprpwvg,91.47887
zqmdnarp,wvpjmvyn,95.94332,gnogrrgg,95.86368,gnogwlky,95.0446
zqmkbrvy,nrbkylnj,281.30313,dpdgmzmo,280.83321,wvpjmvyn,191.88664
zqmkyqqv,yoyonqnr,106.31284,lmymbkgd,104.92175,nrjpovzn,98.75426
zqmvakrm,rbvzzgva,196.66726,azbaqqml,194.07982,wvnzjjjb,192.3823
zqogqdkv,wvyqblqj,296.29344,blkkwadv,233.96394,bbvmwqln,198.49518
zqzjnwmk,bbvmwqln,99.24759,dpqmvmno,99.05196,wvyqblqj,98.76448
zqzjoqgo,zqzykabw,189.11072,blkkwadv,155.97596,yoymobpr,112.41276
zqzpvagr,pjokygzp,95.17319,kpnmddpy,93.96792,gnbaorzn,92.26009
zqzykabw,blkkwadv,311.95192,azbaqqml,291.11973,ynowvwpp,277.04511
